horizon,mse,rmse,mae,mape,mdape,smape,coverage
0 days 00:01:00,4.686723612836089e-06,0.0021648842031009624,0.001708457782697001,0.0022586517481411952,0.0015505493061756203,0.0022571404926793742,1.0
0 days 00:02:00,4.7080866099974905e-06,0.0021698125748546787,0.0017230576002168763,0.0022779666506359264,0.0016192089168214356,0.0022763789968476833,1.0
0 days 00:03:00,4.902287224293626e-06,0.0022141109331498335,0.0017553529643767954,0.0023207981575855685,0.0016974846218910302,0.0023190869202768943,1.0
0 days 00:04:00,4.993801457486651e-06,0.0022346815114209564,0.0017750717805337726,0.00234691460042942,0.0017664708832728728,0.0023451446735983164,1.0
0 days 00:05:00,5.096522663396023e-06,0.002257547931583297,0.0017926976513079063,0.0023705787342986895,0.0018181046066052956,0.002368738445200705,1.0
0 days 00:06:00,5.187572072674337e-06,0.0022776242167386472,0.0018025383932673347,0.002383332339066041,0.001886296334528192,0.0023814192486557306,1.0
0 days 00:07:00,5.196624313570278e-06,0.00227961056182197,0.0018061048189853685,0.002388258747713,0.0019536194488498334,0.0023863279709629495,1.0
0 days 00:08:00,5.200899200912668e-06,0.0022805480045183586,0.0018138378867612742,0.0023985375169865847,0.0018923623260563526,0.002396585998859835,1.0
0 days 00:09:00,5.367627710816829e-06,0.002316814129535822,0.0018441054957923364,0.0024383465230663898,0.0018863882281468089,0.0024363145481966914,1.0
0 days 00:10:00,5.5008993888967165e-06,0.0023453996224304116,0.001865532394182419,0.002466698423844449,0.0019215571587956595,0.0024645928234782455,1.0
0 days 00:11:00,5.4973094822352e-06,0.0023446341894281077,0.0018641500302718841,0.002464972036528623,0.001876836419164106,0.002462920893936002,1.0
0 days 00:12:00,5.591072377646026e-06,0.0023645448563404388,0.0018796053381102407,0.00248554698848559,0.0018808593551282206,0.00248342886134352,1.0
0 days 00:13:00,5.651901861013675e-06,0.0023773728906113308,0.0018929315582779938,0.0025032383760959648,0.0018857946187006002,0.002501032412445481,1.0
0 days 00:14:00,5.800643233968807e-06,0.002408452456240066,0.0019226558675573616,0.002542301447163192,0.0018894711646320526,0.0025400581572104786,1.0
0 days 00:15:00,5.936462573979885e-06,0.0024364857015750953,0.0019479723299134291,0.002575972659713738,0.0018697841791444761,0.0025736182276066,1.0
0 days 00:16:00,6.031148850578765e-06,0.002455839744482275,0.001960297592014333,0.0025920492913425464,0.0018579350721828018,0.0025896132473886696,1.0
0 days 00:17:00,6.100804997656031e-06,0.002469980768681414,0.0019699944961082475,0.002604903730367203,0.0018357947202289335,0.0026024367547644728,0.9629629629629619
0 days 00:18:00,6.165990462031706e-06,0.002483141248908669,0.001976668122674864,0.002614116893070284,0.0017938038639564976,0.0026115454626172985,0.9629629629629619
0 days 00:19:00,6.23147316119435e-06,0.0024962918822113633,0.0019885104047861965,0.0026299515446708555,0.0018231014586887263,0.0026273077739957934,1.0
0 days 00:20:00,6.365665377957712e-06,0.002523027026798903,0.0020159429356733163,0.0026658434337431536,0.001805057975402796,0.0026631296125315673,1.0
0 days 00:21:00,6.505009895184816e-06,0.0025504920888300784,0.002025209075110737,0.002679026325569378,0.0019162275657537953,0.0026762176344469757,1.0
0 days 00:22:00,6.541854819419775e-06,0.0025577049906937615,0.0020405964197393114,0.002698966622729726,0.001938022533186101,0.00269614406349164,0.9629629629629619
0 days 00:23:00,6.6168554563289625e-06,0.0025723249126673254,0.0020508554197162937,0.00271264480972995,0.0019192845025977007,0.0027097947299965786,0.9629629629629619
0 days 00:24:00,6.695300729923632e-06,0.0025875279186752037,0.0020636275807401003,0.0027294736710884726,0.001860675792824054,0.002726555904887046,0.9629629629629619
0 days 00:25:00,6.8567501883293885e-06,0.0026185397053184794,0.002086557095489279,0.0027597770987676795,0.0019079078661660674,0.0027567460571376046,1.0
0 days 00:26:00,6.980211121895483e-06,0.002642008917830423,0.0021055627263132717,0.0027852981050442843,0.0019219308551707555,0.0027821921802907296,0.9629629629629619
0 days 00:27:00,7.109217025176221e-06,0.002666311501902248,0.0021333348215684667,0.002821608552184718,0.00200095036547441,0.00281843599015201,0.9629629629629619
0 days 00:28:00,7.193802778829886e-06,0.002682126540420844,0.002146705670610656,0.002839778049124983,0.002023048081476914,0.0028365556432143613,0.9629629629629619
0 days 00:29:00,7.281424627728609e-06,0.0026984115008146198,0.002155842675082828,0.002852120645436662,0.002029247021452506,0.0028487967695861455,0.9629629629629619
0 days 00:30:00,7.343215268178297e-06,0.0027098367604300997,0.0021559380997985753,0.0028523396856785926,0.0018159413566853052,0.0028489222638788253,0.9629629629629619
0 days 00:31:00,7.5536670657209255e-06,0.0027483935427301755,0.002192560625210567,0.0029006032626777978,0.001927704760511493,0.0028971136673295594,0.9629629629629619
0 days 00:32:00,7.682673255709441e-06,0.00277176356417885,0.00221659163973785,0.002932298244897491,0.0020067468668852595,0.002928743192066166,0.9629629629629619
0 days 00:33:00,7.764216452162104e-06,0.0027864343617178757,0.002220560703201424,0.0029378433848208374,0.0020939053758894477,0.002934263384323635,0.9629629629629619
0 days 00:34:00,8.196995492645458e-06,0.0028630395548517066,0.0023292693414477886,0.0030808044333847234,0.0021896330508105436,0.003076851972447406,0.9629629629629619
0 days 00:35:00,8.437990327524278e-06,0.002904821909777651,0.002359410470598608,0.0031206600462292122,0.0021973515628070993,0.0031165011107370105,0.9629629629629619
0 days 00:36:00,8.74366763520967e-06,0.002956969332815217,0.0024107028482932003,0.003187242713727348,0.002841271227921176,0.0031828048137718112,0.9629629629629619
0 days 00:37:00,8.838162278854795e-06,0.0029729046871460234,0.002421216635477133,0.003201891452294811,0.0028720075518896366,0.003197419957816708,0.9629629629629619
0 days 00:38:00,8.914746590411214e-06,0.0029857572892670317,0.002438925498512559,0.0032248346048031618,0.0029026741358348248,0.003220324851342063,0.9629629629629619
0 days 00:39:00,8.985568542406279e-06,0.0029975937920949662,0.0024447742268257633,0.0032326640189035277,0.002908822846834714,0.00322811015118607,0.9629629629629619
0 days 00:40:00,9.047013014728167e-06,0.003007825296576942,0.002452905908681316,0.0032437021675417593,0.002939347172738461,0.003239114468157056,0.9259259259259274
0 days 00:41:00,9.242292378844433e-06,0.003040113875966562,0.0024995243928710303,0.0033055461138213615,0.0029701088650839194,0.003300800530952344,0.9629629629629619
0 days 00:42:00,9.35763808123104e-06,0.0030590256751506745,0.0024751437272685223,0.0032735001032753175,0.0029714045575702855,0.0032686304896664686,0.9259259259259274
0 days 00:43:00,9.688800900519725e-06,0.0031126838741702832,0.0025376856336927905,0.00335571185778899,0.0029388167849115367,0.0033507704397189864,0.9629629629629619
0 days 00:44:00,9.703677143276521e-06,0.0031150725743193403,0.0025315363094519927,0.0033476161744594723,0.0029576908820973724,0.003342662423449952,0.9629629629629619
0 days 00:45:00,9.856662868416226e-06,0.00313953226905159,0.0025472568862847794,0.0033685179338687338,0.0029919114588917465,0.003363433333826743,0.9629629629629619
0 days 00:46:00,9.851570224542292e-06,0.003138721112896508,0.002550806468092137,0.0033731133922292322,0.0030219940933405892,0.003368056281529558,0.9629629629629619
0 days 00:47:00,1.007568330818609e-05,0.0031742216854192917,0.002573484169477294,0.0034032811074126146,0.003050456472973581,0.003398069407728882,0.9259259259259274
