candidate,rmse_mean
cps_0.1_sps_0.1,0.012282187453390221
cps_0.2_sps_0.1,0.013027268001171708
cps_0.1_sps_5.0,0.013360019388398684
cps_0.1_sps_1.0,0.013821099024663412
cps_0.3_sps_0.1,0.01724485834711325
cps_0.05_sps_0.1,0.019769118675080105
cps_0.05_sps_5.0,0.02072272116971168
cps_0.2_sps_5.0,0.020996321857473427
cps_0.05_sps_1.0,0.021317085026219817
cps_0.2_sps_1.0,0.029545572451361114
cps_0.3_sps_5.0,0.06174293094003888
cps_0.3_sps_1.0,0.06206914724447431
