horizon,mse,rmse,mae,mape,mdape,smape,coverage
0 days 00:01:00,5.366985266018823e-05,0.007325971106971978,0.0055532825369488115,0.0062303278077874835,0.004611502576177371,0.00623870454405373,1.0
0 days 00:02:00,5.4792756809309354e-05,0.007402212967032856,0.005592196763102575,0.006279231201306745,0.00498262918052924,0.006289167562377518,1.0
0 days 00:03:00,5.911964341265416e-05,0.00768892992637169,0.005844942348609716,0.006565577496746189,0.005320212274308683,0.006576185329789486,1.0
0 days 00:04:00,5.657673401071031e-05,0.007521750727770118,0.005471872374913533,0.006143685635485618,0.005110990199584788,0.006155780169177616,1.0
0 days 00:05:00,5.811159153650686e-05,0.007623095928591405,0.005613981687811076,0.0063046239081357425,0.005026394587502794,0.006314089713332027,1.0
0 days 00:06:00,5.912877004166919e-05,0.007689523394962082,0.005804077531337548,0.006511754579393014,0.0046739112331413545,0.006521627541243802,1.0
0 days 00:07:00,5.852511938727982e-05,0.007650171199867348,0.005661173126051355,0.006358210696451538,0.005035323453115405,0.006368175324760139,1.0
0 days 00:08:00,6.29959958929234e-05,0.007937001694148956,0.005751323346786352,0.006466880437623501,0.0044502886351857635,0.006478425032724278,1.0
0 days 00:09:00,7.004467647520269e-05,0.008369269769532029,0.006028946206365682,0.0067774824489968966,0.0054468547042087105,0.006791737555667532,1.0
0 days 00:10:00,7.041072640299843e-05,0.008391109962513806,0.005948472172879471,0.006688154057176543,0.004560238317361922,0.0067019098330987625,1.0
0 days 00:11:00,7.333871797550202e-05,0.008563802775373918,0.006274164659005432,0.007050026818301691,0.00530424435806008,0.007062226880122535,1.0
0 days 00:12:00,7.921811940164291e-05,0.008900456134471026,0.006607890009389827,0.007430254229846944,0.005751430384775647,0.007439796529913001,1.0
0 days 00:13:00,7.360064151664802e-05,0.008579081624314342,0.00628176912744699,0.007060910844420676,0.0052782740011025646,0.007068568654203855,1.0
0 days 00:14:00,7.849807976333546e-05,0.008859914207447804,0.006451093423341714,0.0072450074576279055,0.005668101887764663,0.007255742500871631,1.0
0 days 00:15:00,7.718907904843801e-05,0.008785731560230941,0.006378612963639396,0.00716317427828933,0.005212926166710438,0.007174321667260342,1.0
0 days 00:16:00,8.349635773062091e-05,0.009137634142961783,0.006651867933129441,0.007471064161170049,0.006130881300247383,0.007484615706331965,0.9818181818181841
0 days 00:17:00,8.415215023438363e-05,0.009173448110409935,0.006633784993034242,0.007449691095056832,0.006074914464757539,0.007460816555281691,0.9818181818181841
0 days 00:18:00,8.424045474771102e-05,0.009178259897590121,0.006562607521153396,0.007378748653501965,0.005683774001410327,0.007388037111715817,1.0
