horizon,mse,rmse,mae,mape,mdape,smape,coverage
0 days 00:01:00,3.8907207691690315e-06,0.0019724910061059927,0.0015642766621694823,0.0020664919925883,0.0016437651641285863,0.002065475993171098,1.0
0 days 00:02:00,3.888549105692543e-06,0.0019719404417204247,0.0015679955861410758,0.002071522993114784,0.0017011910408083887,0.00207044414404068,1.0
0 days 00:03:00,4.065002151908584e-06,0.0020161850490241673,0.0015977049530159007,0.0021109128536992636,0.0016832445819108032,0.002109724155994218,1.0
0 days 00:04:00,4.11928060612905e-06,0.0020296010953212086,0.0016144084651837295,0.0021330159887863187,0.0016909990281563179,0.0021317927167618447,1.0
0 days 00:05:00,4.2188087614366794e-06,0.002053973895023177,0.0016367043383489974,0.0021627453572290664,0.0017161593643800366,0.0021614612248221504,1.0
0 days 00:06:00,4.299643685153146e-06,0.0020735582184142182,0.0016430092202829871,0.002170801032964742,0.001626750196275845,0.0021694576719094583,1.0
0 days 00:07:00,4.307259499943843e-06,0.002075393818036433,0.001643457260330293,0.0021716009468961545,0.0016004577528353004,0.0021702400687484344,1.0
0 days 00:08:00,4.2872225985108534e-06,0.002070560938130258,0.0016407768698906006,0.0021682001909431176,0.0016764648406837337,0.0021668288419883844,1.0
0 days 00:09:00,4.442496743856873e-06,0.00210772311840452,0.0016682933604427255,0.0022043507200488546,0.0016870960745167445,0.0022029094854999487,1.0
0 days 00:10:00,4.556834067127893e-06,0.002134674229742771,0.0016861914371978093,0.0022280123518682096,0.0016981911560697124,0.002226513110615752,1.0
0 days 00:11:00,4.5460002410967275e-06,0.0021321351366873366,0.0016888075042449935,0.002231439869620676,0.0018297104477508748,0.002230020684675149,1.0
0 days 00:12:00,4.619488247836615e-06,0.002149299478396767,0.0017010126106932338,0.002247698925159969,0.0018165220019915843,0.0022462273511323905,1.0
0 days 00:13:00,4.6571106677123595e-06,0.0021580339820569,0.0017037315501984285,0.0022514543929336786,0.00182543782523345,0.0022499038382098463,1.0
0 days 00:14:00,4.793648184376134e-06,0.0021894401531844013,0.0017301963468765308,0.0022861841648342193,0.0017775821966065609,0.002284602730095106,1.0
0 days 00:15:00,4.886676668691518e-06,0.0022105828798512665,0.0017521268890626912,0.0023153452857614318,0.0017798795346920834,0.0023136807987108113,1.0
0 days 00:16:00,4.993914414328502e-06,0.0022347067848665298,0.0017709648293897928,0.002339942052960252,0.0017817483105719786,0.0023382039691410145,1.0
0 days 00:17:00,5.0466746245978085e-06,0.0022464804972662923,0.001775086155296604,0.002345376108030005,0.001726380808726945,0.0023436202192729863,1.0
0 days 00:18:00,5.093500093469281e-06,0.0022568783958089723,0.001778324105981187,0.0023500271869330014,0.0017683911241368271,0.002348181256036398,1.0
0 days 00:19:00,5.134817508341765e-06,0.0022660135719676892,0.001780704523748039,0.002353467507501761,0.0017766928516514708,0.0023515604748417587,1.0
0 days 00:20:00,5.246845098926152e-06,0.0022905992881615397,0.001802362741338867,0.0023816855050134284,0.0017697354123575198,0.002379722969444463,1.0
0 days 00:21:00,5.346767872727384e-06,0.002312307910449511,0.0018044496847983288,0.002385270473218043,0.0017660335881936884,0.002383236400844632,1.0
0 days 00:22:00,5.399963954202437e-06,0.002323782251890748,0.0018236970519834514,0.002410200057681597,0.0017716852082038923,0.002408155442264151,1.0
