horizon,mse,rmse,mae,mape,mdape,smape,coverage
0 days 00:01:00,7.947839729511726e-06,0.0028191913254534046,0.002229645436365911,0.022892317973530113,0.018204403253389904,0.022508147433361242,1.0
0 days 00:02:00,8.707448245190636e-06,0.002950838566440163,0.002226888140215707,0.022961631828840673,0.016505993935659057,0.022529172348678933,1.0
0 days 00:03:00,9.034566852543754e-06,0.0030057556208953106,0.0022395538092720366,0.02310778195703575,0.01821766431407659,0.022662601214413686,1.0
0 days 00:04:00,9.718246661100986e-06,0.003117410249085126,0.0023333311429140045,0.024083705160350216,0.02038047496850262,0.02361095532895871,1.0
0 days 00:05:00,1.0008382315067249e-05,0.0031636027429288983,0.0023964649223596375,0.024734212930533794,0.019746695179708295,0.02424655416661417,1.0
0 days 00:06:00,1.0434025345279493e-05,0.0032301741973583243,0.0024608431638705013,0.02540992472531567,0.022475679615270288,0.02490825382829226,1.0
0 days 00:07:00,1.023877244121862e-05,0.0031998081881916955,0.0025671389815474545,0.026412145189158354,0.024694341990958664,0.025933989215254194,1.0
0 days 00:08:00,1.0102356977715894e-05,0.0031784205161866004,0.0025193854272316067,0.025887574811101544,0.02654758586451475,0.025427925181612965,1.0
0 days 00:09:00,9.377414818701255e-06,0.0030622564913313933,0.0024251545835055205,0.02490577220214782,0.02524903849699526,0.02447647915900006,1.0
0 days 00:10:00,9.863232854662849e-06,0.0031405784267651794,0.0024529037232536403,0.025246119047743765,0.02487497041847658,0.024785551827977037,1.0
0 days 00:11:00,9.946072197105271e-06,0.0031537393990476244,0.002485311461638582,0.02562382737279595,0.020558184298721142,0.025138997977537048,1.0
0 days 00:12:00,1.027011489891045e-05,0.003204701998456401,0.0024659013215376883,0.02549407246831631,0.017867212396504482,0.024980545551662348,1.0
0 days 00:13:00,1.0105551967860428e-05,0.003178923083036208,0.0024421173182231637,0.025233181305492236,0.016908109156100238,0.024725859772759595,1.0
0 days 00:14:00,1.0731135229639758e-05,0.0032758411484136037,0.0025263792860888146,0.026142713331858525,0.016186774721360084,0.0255957700177597,1.0
0 days 00:15:00,1.0496678818564242e-05,0.0032398578392522476,0.002478890359446432,0.02565497187564325,0.015459542650530476,0.02511508502859161,1.0
0 days 00:16:00,1.0376115315754297e-05,0.003221197807610439,0.0024655571878075544,0.025496025917930487,0.015209208008972196,0.02496466214294904,1.0
0 days 00:17:00,1.0592286384574661e-05,0.0032545792945593843,0.0025616231986063734,0.026434057218663154,0.013197318487350083,0.02590294488541728,1.0
0 days 00:18:00,1.1306997569108404e-05,0.0033625879273423325,0.002637441785671508,0.027288669106221797,0.012558495451466738,0.02670733414076404,1.0
0 days 00:19:00,1.1949549790327973e-05,0.0034568120849025005,0.002677661627390481,0.027759693739937585,0.013300810868694246,0.02713880969162441,1.0
0 days 00:20:00,1.278262519194734e-05,0.00357527973618112,0.002750014639256518,0.028580784093897693,0.012496053894081932,0.027908346161642672,1.0
0 days 00:21:00,1.2729413400554545e-05,0.0035678303491834566,0.0026941858464095587,0.028033887746950148,0.014119741268754168,0.027359404265486664,1.0
