ds,yhat,yhat_lower,yhat_upper
2025-08-25 11:30:00,0.10221261371046557,0.09511792017196266,0.1085162722191387
2025-08-25 11:35:00,0.10227503442501808,0.09612367483511802,0.10876479872416041
2025-08-25 11:40:00,0.1023591810612405,0.09597630576627107,0.10889695819815855
2025-08-25 11:45:00,0.10246264131181522,0.09609048873075966,0.109170082408387
2025-08-25 11:50:00,0.10258238313388007,0.09562523293982013,0.1090426671606988
2025-08-25 11:55:00,0.10271486394918442,0.0965567673342187,0.10927182490124158
2025-08-25 12:00:00,0.1028561564610994,0.09652542831893134,0.10938513744001285
2025-08-25 12:05:00,0.1030020867287743,0.09660736612612393,0.10934573351912688
2025-08-25 12:10:00,0.10314837974450908,0.09633105528122643,0.10935921876084365
2025-08-25 12:15:00,0.10329080753653569,0.09688355816712098,0.11000393248615088
2025-08-25 12:20:00,0.1034253347356199,0.09681693629239115,0.10947816143260948
2025-08-25 12:25:00,0.10354825666454676,0.09735204943511916,0.11014672789285908
2025-08-25 12:30:00,0.10365632525780104,0.09696228987593118,0.11023218644881584
2025-08-25 12:35:00,0.1037468585528619,0.09741419883489551,0.1100052125150626
2025-08-25 12:40:00,0.10381783005166405,0.09745281427602787,0.11062202247846216
2025-08-25 12:45:00,0.10386793493781804,0.09785831714945822,0.11035130108631207
2025-08-25 12:50:00,0.10389663092148536,0.0981376805789166,0.11015001024097087
2025-08-25 12:55:00,0.10390415234361315,0.09720518972280351,0.10983566632284054
2025-08-25 13:00:00,0.10389149707639445,0.09694277608141988,0.1104545414829341
2025-08-25 13:05:00,0.10386038668088465,0.09741429839659352,0.1102139529380145
2025-08-25 13:10:00,0.10381320118486652,0.09775609930070896,0.1100527009173578
2025-08-25 13:15:00,0.10375289071175836,0.0972328048730302,0.11035519272673149
2025-08-25 13:20:00,0.10368286697831917,0.0967470983950285,0.11054618073999518
2025-08-25 13:25:00,0.10360687836504733,0.09722934406064355,0.1102719306902372
2025-08-25 13:30:00,0.10352887283976837,0.09667572261950189,0.1098776546613371
2025-08-25 13:35:00,0.10345285343174253,0.09689322361338294,0.11036051814549747
2025-08-25 13:40:00,0.10338273122834071,0.09696050982428973,0.11013699561330419
2025-08-25 13:45:00,0.10332218097465797,0.09671096613834392,0.10988402049432902
2025-08-25 13:50:00,0.10327450428351888,0.09625247870770019,0.11013020162570125
2025-08-25 13:55:00,0.10324250524248213,0.09637800010207903,0.1097795900593945
2025-08-25 14:00:00,0.10322838280253484,0.09641671825639044,0.11001606633112956
2025-08-25 14:05:00,0.10323364379753149,0.0965135021908482,0.10936184700827746
2025-08-25 14:10:00,0.10325903976796276,0.09676525243887112,0.10960802373505442
2025-08-25 14:15:00,0.10330452998485486,0.09694333139761395,0.1094901723608192
2025-08-25 14:20:00,0.1033692721924824,0.09710551795430243,0.11015726453887516
2025-08-25 14:25:00,0.10345164167903764,0.09660556392981766,0.11068134517978852
2025-08-25 14:30:00,0.1035492783201976,0.09755926849923043,0.11002177086115476
2025-08-25 14:35:00,0.10365916030203977,0.09722659921746851,0.10971961610393582
2025-08-25 14:40:00,0.10377770232037654,0.09745110218050214,0.11061805592487162
2025-08-25 14:45:00,0.10390087520129374,0.09703402530279032,0.1100831746003429
2025-08-25 14:50:00,0.1040243431460526,0.09763957250409397,0.11062087932140603
2025-08-25 14:55:00,0.10414361416390365,0.09708050471375188,0.11085523501471496
2025-08-25 15:00:00,0.10425419876966771,0.09767126318562556,0.11076870227380732
2025-08-25 15:05:00,0.10435177168919739,0.09815083019114892,0.11104010465852027
2025-08-25 15:10:00,0.10443233115018964,0.09809434672616853,0.11081549594353522
2025-08-25 15:15:00,0.10449235035341234,0.09788318551660631,0.11157182684948265
2025-08-25 15:20:00,0.104528915906107,0.09827759030508848,0.11111280707176405
2025-08-25 15:25:00,0.10453984836991068,0.09826298783268768,0.11069799765192184
2025-08-25 15:30:00,0.10452380059766782,0.0982816062130484,0.11114299899804693
2025-08-25 15:35:00,0.10448033021397626,0.09810444997204404,0.11109058325801502
2025-08-25 15:40:00,0.10440994338988668,0.09751453904380539,0.11052695562802829
2025-08-25 15:45:00,0.10431410797457671,0.0977013467616859,0.11045742154050249
2025-08-25 15:50:00,0.10419523501548449,0.09780740221652039,0.11057734821648031
2025-08-25 15:55:00,0.10405662872590139,0.0977809510156913,0.11077780130456259
2025-08-25 16:00:00,0.10390240598712877,0.09762688631385365,0.11100639155409407
2025-08-25 16:05:00,0.10373738747977841,0.09661639357929155,0.11042354398552617
2025-08-25 16:10:00,0.1035669634956712,0.09675166156757505,0.11017232749513123
2025-08-25 16:15:00,0.1033969383387264,0.09694227331522984,0.10986062965531714
2025-08-25 16:20:00,0.10323335798931313,0.09692203058453398,0.10969779433780563
2025-08-25 16:25:00,0.10308232629513193,0.09638095452249962,0.10965375402263641
2025-08-25 16:30:00,0.10294981541851075,0.09673647837196775,0.10962213920748193
2025-08-25 16:35:00,0.10284147652798908,0.09614750366328165,0.10947183627289003
2025-08-25 16:40:00,0.10276245680289758,0.09607635992072668,0.10929772608569818
2025-08-25 16:45:00,0.10271722871282393,0.09621315962674973,0.10940140383866044
2025-08-25 16:50:00,0.10270943722220806,0.09564319547471917,0.10979157050069792
2025-08-25 16:55:00,0.10274177007908658,0.09604211527996827,0.10929193637048326
2025-08-25 17:00:00,0.10281585569416789,0.09652028570455495,0.10905289761401188
2025-08-25 17:05:00,0.10293219229021829,0.0960446606654724,0.10939282197971943
2025-08-25 17:10:00,0.10309011107065061,0.09654274453462929,0.10987286265508248
