ds,yhat,yhat_lower,yhat_upper
2025-08-25 11:30:00,0.84530354210488,0.824401763998133,0.8656827420861294
2025-08-25 11:35:00,0.8449824542291787,0.8247654489218669,0.8661712490728481
2025-08-25 11:40:00,0.8446785414756585,0.8239572270437068,0.8647668998315317
2025-08-25 11:45:00,0.8443862283591901,0.8246975026187735,0.8648627361887401
2025-08-25 11:50:00,0.844100072647016,0.8235662591304336,0.8649696343594475
2025-08-25 11:55:00,0.843814869423217,0.8232728466254828,0.8654927333737923
2025-08-25 12:00:00,0.8435257492111453,0.8235026686457498,0.8641713229372946
2025-08-25 12:05:00,0.8432282680273142,0.8232840772351084,0.8634089326176829
2025-08-25 12:10:00,0.8429184873980067,0.8209732691492044,0.8632683655897051
2025-08-25 12:15:00,0.8425930426100507,0.8217392198000865,0.8621242385366903
2025-08-25 12:20:00,0.8422491977071642,0.8217752878691935,0.8624019813039641
2025-08-25 12:25:00,0.8418848860523709,0.8231926577075287,0.8631678660350868
2025-08-25 12:30:00,0.8414987356034279,0.820539346415476,0.8611569501722918
2025-08-25 12:35:00,0.8410900783950945,0.8199569015831683,0.8617750396300105
2025-08-25 12:40:00,0.8406589440902934,0.8188573918648544,0.8588245372378437
2025-08-25 12:45:00,0.8402060378331905,0.8175580065486292,0.8603680448404052
2025-08-25 12:50:00,0.8397327030088276,0.8180728056020241,0.8597610463517211
2025-08-25 12:55:00,0.8392408698638849,0.8203450846133513,0.8603087290909183
2025-08-25 13:00:00,0.8387329912883895,0.8192120325947482,0.8589475061677266
2025-08-25 13:05:00,0.8382119673584765,0.817622060973914,0.8596516450944794
2025-08-25 13:10:00,0.8376810605129498,0.8165541527725382,0.8582625738610534
2025-08-25 13:15:00,0.8371438034580565,0.8174767525142823,0.8571719728091549
2025-08-25 13:20:00,0.8366039020843133,0.8157395393970275,0.8561867011960488
2025-08-25 13:25:00,0.8360651357785519,0.8166582936915617,0.8563002308233809
2025-08-25 13:30:00,0.8355312575884761,0.8135692837182817,0.8554232917299879
2025-08-25 13:35:00,0.8350058967091855,0.8158607185210697,0.8553429283834868
2025-08-25 13:40:00,0.8344924656710895,0.8130300818617846,0.8554999355665428
2025-08-25 13:45:00,0.8339940745229014,0.8129182928907531,0.8535222692179242
2025-08-25 13:50:00,0.8335134540986273,0.8127464897581159,0.8537106605951954
2025-08-25 13:55:00,0.8330528902456235,0.8114885693334479,0.8535349303629877
2025-08-25 14:00:00,0.8326141705952114,0.8133062416003957,0.8542139952652914
2025-08-25 14:05:00,0.8321985451532123,0.8098090930772586,0.8521747517695423
2025-08-25 14:10:00,0.8318067016214984,0.8121129406507406,0.8521276004553147
2025-08-25 14:15:00,0.8314387559868133,0.811013957390803,0.8509780631626047
2025-08-25 14:20:00,0.8310942585243988,0.8120728747160213,0.8493960353718081
2025-08-25 14:25:00,0.8307722149612876,0.8107982618531776,0.8502756707237472
2025-08-25 14:30:00,0.8304711221582083,0.8109684961047741,0.8501990497918279
2025-08-25 14:35:00,0.8301890172782279,0.8092910323808615,0.8500062696162792
2025-08-25 14:40:00,0.8299235390847464,0.8099918713976979,0.8519048550613442
2025-08-25 14:45:00,0.8296719996645368,0.8099085741815852,0.8516433897947436
2025-08-25 14:50:00,0.8294314646343126,0.8104326005860689,0.8482348201673016
2025-08-25 14:55:00,0.8291988396321668,0.809110684027559,0.8501984907135525
2025-08-25 15:00:00,0.8289709607603253,0.807769612808805,0.8485614314822586
2025-08-25 15:05:00,0.8287446865282372,0.8082690694009943,0.8486224767748736
2025-08-25 15:10:00,0.828516988810457,0.8088085816559375,0.8494522938125973
2025-08-25 15:15:00,0.8282850403585442,0.8074024854606645,0.8507920677886706
2025-08-25 15:20:00,0.8280462965096819,0.8070115035735512,0.8479363772519869
2025-08-25 15:25:00,0.8277985688770011,0.8075316888000945,0.8471044140933207
2025-08-25 15:30:00,0.8275400890356149,0.806793385072859,0.8458942104697867
2025-08-25 15:35:00,0.8272695604824958,0.8067766756867362,0.8479222141937374
2025-08-25 15:40:00,0.826986197461558,0.8074597467323503,0.8492315194875555
2025-08-25 15:45:00,0.8266897496131497,0.8048518307946676,0.8478161308686529
2025-08-25 15:50:00,0.8263805117761504,0.8073978192769982,0.8465919961381592
2025-08-25 15:55:00,0.8260593186856061,0.8057876742726977,0.8446359853397808
2025-08-25 16:00:00,0.8257275247168944,0.8065653346662287,0.8464426930774104
2025-08-25 16:05:00,0.8253869692353019,0.8054823973137782,0.8453761025725711
2025-08-25 16:10:00,0.8250399285038449,0.8057908143691719,0.8448679856029312
2025-08-25 16:15:00,0.8246890554680343,0.8024533381428944,0.8446948898022489
2025-08-25 16:20:00,0.8243373090853853,0.8050754605312994,0.8467401521914786
2025-08-25 16:25:00,0.8239878751290812,0.8040731531403676,0.8451217110983583
2025-08-25 16:30:00,0.8236440806646488,0.8025237497373003,0.8440912192757616
2025-08-25 16:35:00,0.8233093045481412,0.801724250060934,0.8436549503299962
2025-08-25 16:40:00,0.8229868864263379,0.8024594086891279,0.8438914912617945
2025-08-25 16:45:00,0.8226800367572971,0.8004957784710637,0.8433404684681526
2025-08-25 16:50:00,0.822391750344608,0.8029763204104601,0.843967479589652
2025-08-25 16:55:00,0.8221247257888836,0.8023643517614472,0.8422342652740663
2025-08-25 17:00:00,0.8218812931021219,0.8016553132751134,0.8414177499721516
2025-08-25 17:05:00,0.8216633515005428,0.8017626468812,0.841896298798715
2025-08-25 17:10:00,0.8214723191226015,0.8007685979140423,0.8425326725960317
