horizon,mse,rmse,mae,mape,mdape,smape,coverage
0 days 00:01:00,8.834356609878531e-05,0.009399125815669524,0.007245802075711766,0.008165512367353522,0.007281948124401224,0.008146275917321089,0.9629629629629619
0 days 00:02:00,8.450257057433406e-05,0.009192527975172775,0.007011667622709744,0.00790817082397266,0.006382086576560418,0.007887125059665101,0.9629629629629619
0 days 00:03:00,8.900186791332846e-05,0.009434080130745575,0.00722824040174902,0.008148286254855142,0.005711382429635682,0.00813111044597059,0.9629629629629619
0 days 00:04:00,9.03930960552855e-05,0.009507528388350228,0.007378420118556633,0.008325934794603446,0.006922065425959281,0.00830944276814885,0.9629629629629619
0 days 00:05:00,9.361776021256721e-05,0.009675627122443652,0.007041019914057062,0.007941672263146377,0.006584395359872918,0.007918197335386346,0.9629629629629619
0 days 00:06:00,9.268660248830168e-05,0.009627388144678789,0.006896123106593877,0.007766042509273097,0.005685610482058852,0.007739336696512111,0.9629629629629619
0 days 00:07:00,0.00010426492791294328,0.010211019925205478,0.008059437312783135,0.009070715056801959,0.0073596770290701935,0.009047604730794412,0.9629629629629619
0 days 00:08:00,9.876715217376928e-05,0.009938166439226568,0.007454283420485014,0.00840560715231406,0.007381849522080848,0.00838293761273684,0.9629629629629619
0 days 00:09:00,0.00010551502118633788,0.010272050485971039,0.0077510603350585405,0.008742202089970452,0.006806457818809252,0.008719630372552217,0.9629629629629619
0 days 00:10:00,0.00011077298636619388,0.010524874648478903,0.007927669419959038,0.008935452717390713,0.007535879481446724,0.008906513327814197,0.9629629629629619
0 days 00:11:00,0.000119021930891367,0.010909717269084795,0.008108320242370654,0.009159154605767272,0.007143444400490056,0.009127297657295058,0.9629629629629619
0 days 00:12:00,0.00012939942731994298,0.011375386908582186,0.00862441033293257,0.009727050982930252,0.007996739603419418,0.00968888644790833,0.9629629629629619
0 days 00:13:00,0.00011709838122094104,0.010821200544345393,0.008011974212152523,0.009037825261002164,0.006936083321814141,0.009000858352993801,0.9629629629629619
0 days 00:14:00,0.00012788242432064086,0.011308511145179142,0.008112236145614404,0.009161374922262017,0.0065303653604780595,0.00911966890758617,0.9629629629629619
0 days 00:15:00,0.00012864788151415243,0.011342304947150399,0.00836881316259927,0.009438595486290113,0.007417228514827037,0.0093974925331472,0.9629629629629619
0 days 00:16:00,0.00012506020500712648,0.011183032013149496,0.008021586701254163,0.009052605628958127,0.0062283714957736035,0.009015343862715908,0.9629629629629619
0 days 00:17:00,0.00013930162831821092,0.011802611080528365,0.008461956745285076,0.009550514023133061,0.007208959430112616,0.009507436667609781,0.9629629629629619
0 days 00:18:00,0.00014293247400776633,0.011955437006139354,0.008649893997943997,0.009769909017943279,0.007127734050984641,0.0097222558212966,0.9629629629629619
0 days 00:19:00,0.00014764235109484625,0.012150816890022096,0.008587405169989903,0.009708377260353729,0.006837408152145227,0.009656376361840746,0.9629629629629619
0 days 00:20:00,0.00014727153637124346,0.012135548457784818,0.008461756636594236,0.009557568932211297,0.006321324556470402,0.009505203240383786,0.9629629629629619
0 days 00:21:00,0.0001560501140062667,0.012492002001531487,0.008707538826818156,0.009832834553099745,0.006503688634861763,0.009780148931287092,0.9629629629629619
0 days 00:22:00,0.00015069656040645786,0.012275852736427634,0.00876225669585648,0.009899542723912635,0.007457900290007093,0.009848045919034265,0.9629629629629619
0 days 00:23:00,0.0001626966250317472,0.01275525872069035,0.009053993123979948,0.010229328936338877,0.0071228276972499175,0.010173661523019073,0.9629629629629619
0 days 00:24:00,0.00017254794776376276,0.013135750749910063,0.009148369938057871,0.010343161275841728,0.0077869554570745,0.010275888671894329,0.9629629629629619
0 days 00:25:00,0.00020125243953988438,0.01418634694133357,0.010132320969183706,0.011386577134682607,0.008437160658974143,0.011337897342316439,0.8888888888888893
0 days 00:26:00,0.00022096089118508414,0.014864753317330366,0.010355263902726342,0.011625281465205695,0.00692938785333304,0.011579080331349967,0.8888888888888893
0 days 00:27:00,0.00021350336157222038,0.014611754226382964,0.010478435011090581,0.01175107035549311,0.008183991265575338,0.011703541520632466,0.8888888888888893
