timestamp,metric_name,value,collection_delay,confidence
1753107506.662,container_cpu_system_seconds_total,0.171911,142.0,0.6
1753107506.662,container_cpu_system_seconds_total,0.075239,142.116,0.6
1753107506.662,container_cpu_system_seconds_total,0.095062,142.227,0.6
1753107506.662,container_cpu_system_seconds_total,0.01562,142.337,0.6
1753107506.662,container_cpu_system_seconds_total,0.006435,142.45,0.6
1753107506.662,container_cpu_system_seconds_total,0.048073,142.562,0.6
1753107506.662,container_cpu_system_seconds_total,0.010034,142.675,0.6
1753107506.662,container_cpu_system_seconds_total,50.468384,142.788,0.6
1753107506.729,container_cpu_usage_seconds_total,319019.269429,142.835,0.6
1753107506.729,container_cpu_usage_seconds_total,52.849033,142.948,0.6
1753107506.729,container_cpu_usage_seconds_total,319755.157196,143.06,0.6
1753107506.729,container_cpu_usage_seconds_total,5.622881,143.172,0.6
1753107506.729,container_cpu_usage_seconds_total,345.282712,143.287,0.6
1753107506.729,container_cpu_usage_seconds_total,5.41202,143.4,0.6
1753107506.729,container_cpu_usage_seconds_total,1.161177,143.516,0.6
1753107506.729,container_cpu_usage_seconds_total,2775.970492,143.702,0.6
1753107506.729,container_cpu_usage_seconds_total,3.425766,143.816,0.6
1753107506.729,container_cpu_usage_seconds_total,4.59933,143.93,0.6
1753107506.729,container_cpu_usage_seconds_total,1363.360871,144.377,0.6
1753107506.729,container_cpu_usage_seconds_total,0.001443,144.493,0.6
1753107506.729,container_cpu_usage_seconds_total,158.823412,144.606,0.6
1753107506.729,container_cpu_usage_seconds_total,0.128776,144.724,0.6
1753107506.729,container_cpu_usage_seconds_total,98.572722,144.837,0.6
1753107506.729,container_cpu_usage_seconds_total,14.188814,144.95,0.6
1753107506.729,container_cpu_usage_seconds_total,14686.337345,145.065,0.6
1753107506.729,container_cpu_usage_seconds_total,2816.725166,145.177,0.6
1753107506.729,container_cpu_usage_seconds_total,194.423443,145.297,0.6
1753107506.729,container_cpu_usage_seconds_total,2.056749,145.414,0.6
1753107506.729,container_cpu_usage_seconds_total,3451.077606,145.527,0.6
1753107506.729,container_cpu_usage_seconds_total,0.006726,145.638,0.6
1753107506.729,container_cpu_usage_seconds_total,42.578773,145.75,0.6
1753107506.729,container_cpu_usage_seconds_total,0.285071,145.861,0.6
1753107506.729,container_cpu_usage_seconds_total,0.003732,145.974,0.6
1753107506.729,container_cpu_usage_seconds_total,73.632554,146.086,0.6
1753107506.729,container_cpu_usage_seconds_total,363.795194,146.198,0.6
1753107506.729,container_cpu_usage_seconds_total,0.051205,146.311,0.6
1753107506.729,container_cpu_usage_seconds_total,0.135472,146.534,0.6
1753107506.729,container_cpu_usage_seconds_total,0.007376,146.645,0.6
1753107506.729,container_cpu_usage_seconds_total,0.021473,146.869,0.6
1753107506.729,container_cpu_usage_seconds_total,116.542516,146.982,0.6
1753107506.729,container_cpu_usage_seconds_total,3.75811,147.094,0.6
1753107506.729,container_cpu_usage_seconds_total,7.205035,147.207,0.6
1753107506.729,container_cpu_usage_seconds_total,7.182825,147.319,0.6
1753107506.729,container_cpu_usage_seconds_total,36383.116693,147.43,0.6
1753107506.729,container_cpu_usage_seconds_total,58.263118,147.541,0.6
1753107506.729,container_cpu_usage_seconds_total,488.514754,147.654,0.6
1753107506.729,container_cpu_usage_seconds_total,1197.412443,147.767,0.6
1753107506.729,container_cpu_usage_seconds_total,130194.041673,147.878,0.6
1753107506.729,container_cpu_usage_seconds_total,16.040255,147.99,0.6
1753107506.729,container_cpu_usage_seconds_total,138177.483571,148.104,0.6
1753107506.729,container_cpu_usage_seconds_total,15.459886,148.216,0.6
1753107506.729,container_cpu_usage_seconds_total,2336.747645,148.33,0.6
1753107506.729,container_cpu_usage_seconds_total,9.817165,148.44,0.6
1753107506.729,container_cpu_usage_seconds_total,1.744639,148.551,0.6
1753107506.729,container_cpu_usage_seconds_total,4973.190982,148.663,0.6
1753107506.729,container_cpu_usage_seconds_total,9.627848,148.774,0.6
1753107506.729,container_cpu_usage_seconds_total,12.087872,148.885,0.6
1753107506.729,container_cpu_usage_seconds_total,4518.514341,148.998,0.6
1753107506.729,container_cpu_usage_seconds_total,0.001541,149.112,0.6
1753107506.729,container_cpu_usage_seconds_total,2092.221543,149.224,0.6
1753107506.729,container_cpu_usage_seconds_total,399.789754,149.336,0.6
1753107506.729,container_cpu_usage_seconds_total,0.387281,149.446,0.6
1753107506.729,container_cpu_usage_seconds_total,294.861812,149.558,0.6
1753107506.729,container_cpu_usage_seconds_total,40.059495,149.668,0.6
1753107506.729,container_cpu_usage_seconds_total,2961.982694,149.779,0.6
1753107506.729,container_cpu_usage_seconds_total,521.678026,149.891,0.6
1753107506.729,container_cpu_usage_seconds_total,5092.284785,150.003,0.6
1753107506.729,container_cpu_usage_seconds_total,591.612656,150.114,0.6
1753107506.729,container_cpu_usage_seconds_total,6631.843902,150.226,0.6
1753107506.729,container_cpu_usage_seconds_total,0.006352,150.339,0.6
1753107506.729,container_cpu_usage_seconds_total,47.801762,150.45,0.6
1753107506.729,container_cpu_usage_seconds_total,1.049764,150.611,0.6
1753107506.729,container_cpu_usage_seconds_total,0.003686,150.724,0.6
1753107506.729,container_cpu_usage_seconds_total,430.900606,150.838,0.6
1753107506.729,container_cpu_usage_seconds_total,262.047342,150.951,0.6
1753107506.729,container_cpu_usage_seconds_total,0.059249,151.073,0.6
1753107506.729,container_cpu_usage_seconds_total,0.122593,151.298,0.6
1753107506.729,container_cpu_usage_seconds_total,0.007215,151.41,0.6
1753107506.729,container_cpu_usage_seconds_total,0.018345,151.633,0.6
1753107506.729,container_cpu_usage_seconds_total,380.455911,151.746,0.6
1753107506.729,container_cpu_usage_seconds_total,1.654309,151.857,0.6
1753107506.729,container_cpu_usage_seconds_total,6.387956,151.97,0.6
1753107506.729,container_cpu_usage_seconds_total,6.365203,152.082,0.6
1753107506.729,container_cpu_usage_seconds_total,9618.043772,152.192,0.6
1753107506.729,container_cpu_usage_seconds_total,952.682129,152.303,0.6
1753107506.729,container_cpu_usage_seconds_total,48267.842694,152.415,0.6
1753107506.729,container_cpu_usage_seconds_total,141.845793,152.528,0.6
1753107506.729,container_cpu_usage_seconds_total,1572.03545,152.641,0.6
1753107506.729,container_cpu_usage_seconds_total,4416.308091,152.754,0.6
1753107506.729,container_cpu_usage_seconds_total,682.702776,152.869,0.6
1753107506.729,container_cpu_usage_seconds_total,2211.469581,152.984,0.6
1753107506.729,container_cpu_usage_seconds_total,18662.992019,153.098,0.6
1753107506.729,container_cpu_usage_seconds_total,14.979219,153.215,0.6
1753107506.729,container_cpu_usage_seconds_total,0.091081,153.337,0.6
1753107506.729,container_cpu_usage_seconds_total,62.496546,153.451,0.6
1753107506.729,container_cpu_usage_seconds_total,1897.238779,153.565,0.6
1753107506.729,container_cpu_usage_seconds_total,0.984966,153.68,0.6
1753107506.729,container_cpu_usage_seconds_total,370.109007,153.795,0.6
1753107506.729,container_cpu_usage_seconds_total,0.591903,153.909,0.6
1753107506.729,container_cpu_usage_seconds_total,3351.175326,154.021,0.6
1753107506.729,container_cpu_usage_seconds_total,274.773294,154.134,0.6
1753107506.729,container_cpu_usage_seconds_total,11.732845,154.247,0.6
1753107506.729,container_cpu_usage_seconds_total,7877.487628,154.358,0.6
1753107506.729,container_cpu_usage_seconds_total,107.383916,154.473,0.6
1753107506.729,container_cpu_usage_seconds_total,343.911379,154.587,0.6
1753107506.729,container_cpu_usage_seconds_total,7163.851917,154.701,0.6
1753107506.729,container_cpu_usage_seconds_total,13404.90121,154.813,0.6
1753107506.729,container_cpu_usage_seconds_total,663.684872,154.926,0.6
1753107506.729,container_cpu_usage_seconds_total,14182.952786,155.042,0.6
1753107506.729,container_cpu_usage_seconds_total,7963.400937,155.157,0.6
1753107506.729,container_cpu_usage_seconds_total,62.97457,155.273,0.6
1753107506.729,container_cpu_usage_seconds_total,1185.135501,155.387,0.6
1753107506.729,container_cpu_usage_seconds_total,31.323966,155.499,0.6
1753107506.729,container_cpu_usage_seconds_total,361.842994,155.624,0.6
1753107506.729,container_cpu_usage_seconds_total,347.795287,155.742,0.6
1753107506.729,container_cpu_usage_seconds_total,1416.210492,155.855,0.6
